what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1320005526108
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1320005526115
closed,editor,org.maven.ide.eclipse.editor,0.12.1.20110112-1712,"org.maven.ide.eclipse.editor.MavenPomEditor",1320005526115
activated,editor,org.eclipse.ui.browser,3.2.301.v20091215_35x,"org.eclipse.ui.browser.editor",1320005526196
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1320005526196
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1320005529289
opened,editor,org.maven.ide.eclipse.editor,0.12.1.20110112-1712,"org.maven.ide.eclipse.editor.MavenPomEditor",1320005529592
activated,editor,org.maven.ide.eclipse.editor,0.12.1.20110112-1712,"org.maven.ide.eclipse.editor.MavenPomEditor",1320005529672
error,log,,,"FileBufferModelManager was asked to revert a document but was not being managed",1320005543682
error,log,,,"FileBufferModelManager was asked to revert a document but was not being managed",1320005581256
error,log,,,"FileBufferModelManager was asked to revert a document but was not being managed",1320005581456
error,log,,,"FileBufferModelManager was asked to revert a document but was not being managed",1320005627138
error,log,,,"FileBufferModelManager was asked to revert a document but was not being managed",1320005627248
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1320005632498
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.navigate.linkWithEditor",1320005632710
activated,editor,org.maven.ide.eclipse.editor,0.12.1.20110112-1712,"org.maven.ide.eclipse.editor.MavenPomEditor",1320005635681
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1320005699960
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.findReplace",1320005699980
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1320005707077
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.findNext",1320005729997
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1320005742213
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.findReplace",1320005742240
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1320005746362
activated,editor,org.eclipse.ui.browser,3.2.301.v20091215_35x,"org.eclipse.ui.browser.editor",1320005770149
closed,editor,org.maven.ide.eclipse.editor,0.12.1.20110112-1712,"org.maven.ide.eclipse.editor.MavenPomEditor",1320005770149
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1320005771619
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1320005776328
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1320005781908
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.properties",1320005781928
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1320005792665
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1320005829886
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1320005838936
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1320005842385
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1320005868244
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1320005870513
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1320005870525
closed,editor,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1320005871000
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.refresh",1320005879935
opened,view,org.eclipse.ui.views.log,1.0.100.v20090731,"org.eclipse.pde.runtime.LogView",1320005887965
activated,view,org.eclipse.ui.views.log,1.0.100.v20090731,"org.eclipse.pde.runtime.LogView",1320005887985
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1320005897447
